Orthogroup	LORF_EL90.pep	SPU_peptide
OG0009047	TRINITY_DN91204_c0_g1_i1.p1	SPU_023809
OG0009048	TRINITY_DN91309_c0_g1_i1.p1	SPU_010228
OG0009049	TRINITY_DN91335_c0_g1_i1.p1	SPU_018706
OG0009050	TRINITY_DN91786_c0_g1_i1.p1	SPU_008364
OG0009051	TRINITY_DN91878_c0_g1_i1.p1	SPU_017622
OG0009052	TRINITY_DN91982_c0_g1_i1.p1	SPU_006816
OG0009053	TRINITY_DN91992_c0_g1_i1.p1	SPU_012589
OG0009054	TRINITY_DN91996_c0_g1_i1.p1	SPU_007276
OG0009055	TRINITY_DN92334_c0_g1_i1.p1	SPU_009393
OG0009056	TRINITY_DN92312_c0_g1_i1.p1	SPU_013640
OG0009057	TRINITY_DN92852_c0_g1_i2.p1	SPU_011495
OG0009058	TRINITY_DN92819_c0_g1_i1.p1	SPU_002660
OG0009059	TRINITY_DN92864_c0_g1_i1.p1	SPU_010040
OG0009060	TRINITY_DN93369_c0_g1_i2.p1	SPU_022631
OG0009061	TRINITY_DN93836_c0_g1_i4.p1	SPU_011691
OG0009062	TRINITY_DN93950_c0_g1_i1.p1	SPU_000611
OG0009063	TRINITY_DN94153_c0_g1_i1.p1	SPU_004708
OG0009064	TRINITY_DN94127_c0_g1_i1.p1	SPU_001547
OG0009065	TRINITY_DN94807_c0_g1_i1.p1	SPU_024506
OG0009066	TRINITY_DN94835_c0_g1_i1.p1	SPU_010043
OG0009067	TRINITY_DN94829_c0_g1_i1.p1	SPU_020206
OG0009068	TRINITY_DN94893_c0_g1_i1.p1	SPU_006899
OG0009069	TRINITY_DN94979_c0_g1_i1.p1	SPU_026203
OG0009070	TRINITY_DN94997_c0_g1_i1.p1	SPU_004306
OG0009071	TRINITY_DN95004_c0_g1_i2.p1	SPU_005796
OG0009072	TRINITY_DN95260_c0_g1_i6.p1	SPU_030060
OG0009073	TRINITY_DN96153_c0_g1_i1.p1	SPU_018629
OG0009074	TRINITY_DN96886_c0_g1_i1.p1	SPU_020795
OG0009075	TRINITY_DN96812_c0_g1_i1.p1	SPU_001114
OG0009076	TRINITY_DN96943_c0_g1_i2.p1	SPU_007334
OG0009077	TRINITY_DN96900_c0_g1_i1.p1	SPU_006584
OG0009078	TRINITY_DN96961_c0_g1_i1.p1	SPU_014741
OG0009079	TRINITY_DN97122_c0_g1_i1.p1	SPU_016089
OG0009080	TRINITY_DN97103_c0_g1_i1.p1	SPU_025967
OG0009081	TRINITY_DN97553_c0_g1_i1.p1	SPU_022246
OG0009082	TRINITY_DN97551_c0_g1_i1.p1	SPU_021367
OG0009083	TRINITY_DN97508_c0_g1_i1.p1	SPU_005153
OG0009084	TRINITY_DN97836_c0_g1_i1.p1	SPU_003673
OG0009085	TRINITY_DN98557_c0_g1_i1.p1	SPU_017388
OG0009086	TRINITY_DN98521_c0_g1_i1.p1	SPU_019006
OG0009087	TRINITY_DN98502_c0_g1_i1.p1	SPU_025486
OG0009088	TRINITY_DN98791_c0_g1_i1.p1	SPU_021541
OG0009089	TRINITY_DN98734_c0_g1_i1.p1	SPU_010446
OG0009090	TRINITY_DN98786_c0_g1_i1.p1	SPU_004594
OG0009091	TRINITY_DN98925_c0_g1_i1.p1	SPU_014935
OG0009092	TRINITY_DN98918_c0_g1_i1.p1	SPU_019680
OG0009093	TRINITY_DN99378_c0_g1_i1.p1	SPU_013623
OG0009094	TRINITY_DN99543_c0_g1_i4.p1	SPU_016998
OG0009095	TRINITY_DN99828_c0_g1_i1.p1	SPU_016920
OG0009096	TRINITY_DN99830_c0_g1_i1.p1	SPU_023291
OG0009097	TRINITY_DN99892_c0_g1_i1.p1	SPU_019057
OG0009098	TRINITY_DN99813_c0_g1_i1.p1	SPU_005472
OG0009099	TRINITY_DN99812_c0_g1_i1.p1	SPU_028517
OG0009100	TRINITY_DN99809_c0_g1_i1.p1	SPU_014384
OG0009101	TRINITY_DN99858_c0_g1_i1.p1	SPU_016184
OG0009102	TRINITY_DN99857_c0_g1_i1.p1	SPU_020139
OG0009103	TRINITY_DN99897_c0_g1_i1.p1	SPU_009025
OG0009104	TRINITY_DN99814_c0_g1_i1.p1	SPU_015181
OG0009105	TRINITY_DN99877_c0_g1_i1.p1	SPU_008859
OG0009106	TRINITY_DN99872_c0_g1_i1.p1	SPU_001999
OG0009107	TRINITY_DN8_c2_g3_i1.p1	SPU_011124
OG0009108	TRINITY_DN78_c0_g1_i5.p1	SPU_008378
OG0009109	TRINITY_DN10_c0_g1_i6.p1	SPU_023618
OG0009110	TRINITY_DN20_c0_g1_i5.p1	SPU_027426
OG0009111	TRINITY_DN50_c0_g1_i1.p1	SPU_019415
OG0009112	TRINITY_DN15_c1_g1_i1.p1	SPU_024722
OG0009113	TRINITY_DN33_c0_g1_i1.p1	SPU_022309
OG0009114	TRINITY_DN99_c3_g1_i8.p1	SPU_023276
OG0009115	TRINITY_DN76_c0_g1_i5.p1	SPU_016052
OG0009116	TRINITY_DN43_c0_g1_i2.p1	SPU_008221
OG0009117	TRINITY_DN40_c0_g1_i1.p1	SPU_004345
OG0009118	TRINITY_DN60_c0_g1_i6.p1	SPU_021548
OG0009119	TRINITY_DN62_c0_g1_i6.p1	SPU_007261
OG0009120	TRINITY_DN51_c0_g1_i6.p1	SPU_022040
OG0009121	TRINITY_DN95_c1_g1_i9.p1	SPU_019113
OG0009122	TRINITY_DN71_c0_g1_i1.p1	SPU_008339
OG0009123	TRINITY_DN44_c11_g1_i3.p1	SPU_004297
OG0009124	TRINITY_DN44_c2_g1_i2.p1	SPU_023093
OG0009125	TRINITY_DN73_c2_g1_i2.p1	SPU_016688
OG0009126	TRINITY_DN55_c1_g1_i1.p1	SPU_027252
OG0009127	TRINITY_DN55_c6_g1_i1.p1	SPU_007216
OG0009128	TRINITY_DN61_c1_g1_i8.p1	SPU_008560
OG0009129	TRINITY_DN61_c2_g1_i2.p1	SPU_019339
OG0009130	TRINITY_DN18_c0_g1_i1.p1	SPU_014789
OG0009131	TRINITY_DN53_c0_g1_i3.p1	SPU_000513
OG0009132	TRINITY_DN66_c0_g1_i5.p1	SPU_026177
OG0009133	TRINITY_DN52_c0_g1_i5.p1	SPU_016758
OG0009134	TRINITY_DN67_c0_g1_i2.p1	SPU_010070
OG0009135	TRINITY_DN32_c1_g1_i2.p1	SPU_010056
OG0009136	TRINITY_DN2_c0_g1_i4.p1	SPU_012983
OG0009137	TRINITY_DN36_c0_g1_i5.p1	SPU_006003
OG0009138	TRINITY_DN13_c1_g2_i1.p1	SPU_023021
OG0009139	TRINITY_DN13_c0_g1_i3.p1	SPU_020342
OG0009140	TRINITY_DN46_c0_g1_i1.p1	SPU_020967
OG0009141	TRINITY_DN54_c0_g1_i7.p1	SPU_025980
OG0009142	TRINITY_DN41_c0_g1_i5.p1	SPU_014795
OG0009143	TRINITY_DN87_c1_g1_i6.p1	SPU_010186
OG0009144	TRINITY_DN87_c0_g1_i4.p1	SPU_015598
OG0009145	TRINITY_DN63_c1_g1_i5.p1	SPU_025730
OG0009146	TRINITY_DN1_c0_g1_i6.p1	SPU_008566
OG0009147	TRINITY_DN91_c0_g1_i4.p1	SPU_012489
OG0009148	TRINITY_DN31_c0_g1_i1.p1	SPU_001681
OG0009149	TRINITY_DN3_c0_g1_i4.p1	SPU_007414
OG0009150	TRINITY_DN56_c0_g1_i4.p1	SPU_023016
OG0009151	TRINITY_DN69_c1_g1_i4.p1	SPU_021404
OG0009152	TRINITY_DN69_c2_g1_i3.p1	SPU_026956
OG0009153	TRINITY_DN4_c0_g1_i1.p1	SPU_004588
OG0009154	TRINITY_DN86_c1_g1_i5.p1	SPU_026356
OG0009155	TRINITY_DN5_c0_g1_i4.p1	SPU_022158
OG0009156	TRINITY_DN64_c0_g1_i2.p1	SPU_011659
OG0009157	TRINITY_DN97_c1_g1_i5.p1	SPU_002194
OG0009158	TRINITY_DN97_c0_g1_i4.p1	SPU_002165
OG0009159	TRINITY_DN45_c1_g1_i4.p1	SPU_019641
OG0009160	TRINITY_DN47_c0_g1_i4.p1	SPU_001195
OG0009161	TRINITY_DN90_c1_g1_i12.p1	SPU_022646
OG0009162	TRINITY_DN35_c1_g1_i6.p1	SPU_009005
OG0009163	TRINITY_DN26_c0_g1_i5.p1	SPU_018598
OG0009164	TRINITY_DN57_c0_g1_i4.p1	SPU_002889
OG0009165	TRINITY_DN9_c0_g1_i5.p1	SPU_025749
OG0009166	TRINITY_DN361_c0_g1_i4.p1	SPU_001551
OG0009167	TRINITY_DN332_c0_g1_i4.p1	SPU_026650
OG0009168	TRINITY_DN369_c0_g1_i5.p1	SPU_000210
OG0009169	TRINITY_DN330_c0_g2_i1.p1	SPU_014625
OG0009170	TRINITY_DN364_c0_g1_i5.p1	SPU_022856
OG0009171	TRINITY_DN349_c1_g1_i5.p1	SPU_002149
OG0009172	TRINITY_DN329_c0_g1_i6.p1	SPU_013174
OG0009173	TRINITY_DN308_c0_g1_i4.p1	SPU_015709
OG0009174	TRINITY_DN394_c0_g1_i2.p1	SPU_008879
OG0009175	TRINITY_DN394_c1_g1_i8.p1	SPU_004001
OG0009176	TRINITY_DN316_c0_g1_i8.p1	SPU_021007
OG0009177	TRINITY_DN325_c0_g1_i5.p1	SPU_023486
OG0009178	TRINITY_DN301_c0_g1_i2.p1	SPU_012134
OG0009179	TRINITY_DN342_c1_g1_i4.p1	SPU_024546
OG0009180	TRINITY_DN391_c2_g1_i2.p1	SPU_005373
OG0009181	TRINITY_DN355_c0_g1_i4.p1	SPU_010201
OG0009182	TRINITY_DN309_c1_g2_i1.p1	SPU_009274
OG0009183	TRINITY_DN363_c0_g2_i3.p2	SPU_014886
OG0009184	TRINITY_DN326_c0_g1_i4.p1	SPU_010543
OG0009185	TRINITY_DN326_c0_g1_i8.p1	SPU_022625
OG0009186	TRINITY_DN393_c0_g1_i4.p1	SPU_008292
OG0009187	TRINITY_DN393_c0_g1_i3.p1	SPU_028435
OG0009188	TRINITY_DN393_c3_g1_i7.p1	SPU_023854
OG0009189	TRINITY_DN354_c0_g1_i6.p1	SPU_013935
OG0009190	TRINITY_DN327_c0_g1_i2.p1	SPU_019957
OG0009191	TRINITY_DN352_c1_g1_i12.p1	SPU_011161
OG0009192	TRINITY_DN352_c2_g1_i3.p1	SPU_012612
OG0009193	TRINITY_DN362_c0_g1_i4.p1	SPU_004424
OG0009194	TRINITY_DN305_c0_g1_i4.p1	SPU_019494
OG0009195	TRINITY_DN387_c0_g1_i8.p1	SPU_027990
OG0009196	TRINITY_DN387_c1_g1_i8.p1	SPU_003922
OG0009197	TRINITY_DN365_c0_g1_i10.p1	SPU_008051
OG0009198	TRINITY_DN399_c0_g1_i1.p1	SPU_026963
OG0009199	TRINITY_DN323_c1_g1_i5.p1	SPU_000455
OG0009200	TRINITY_DN396_c0_g1_i6.p1	SPU_003717
OG0009201	TRINITY_DN311_c0_g1_i4.p1	SPU_007154
OG0009202	TRINITY_DN344_c4_g1_i5.p1	SPU_002389
OG0009203	TRINITY_DN347_c0_g1_i5.p1	SPU_025484
OG0009204	TRINITY_DN304_c0_g1_i6.p1	SPU_004407
OG0009205	TRINITY_DN348_c0_g1_i10.p1	SPU_018576
OG0009206	TRINITY_DN318_c0_g1_i6.p1	SPU_019022
OG0009207	TRINITY_DN392_c0_g1_i5.p1	SPU_019580
OG0009208	TRINITY_DN392_c1_g1_i7.p1	SPU_006391
OG0009209	TRINITY_DN368_c0_g1_i3.p1	SPU_012828
OG0009210	TRINITY_DN350_c0_g1_i5.p1	SPU_019434
OG0009211	TRINITY_DN351_c0_g1_i4.p1	SPU_003110
OG0009212	TRINITY_DN356_c1_g1_i1.p1	SPU_013045
OG0009213	TRINITY_DN353_c0_g1_i4.p1	SPU_002482
OG0009214	TRINITY_DN336_c0_g1_i2.p1	SPU_005071
OG0009215	TRINITY_DN382_c1_g1_i2.p1	SPU_007302
OG0009216	TRINITY_DN377_c0_g1_i1.p1	SPU_023782
OG0009217	TRINITY_DN313_c0_g1_i6.p1	SPU_000048
OG0009218	TRINITY_DN300_c0_g1_i1.p1	SPU_013412
OG0009219	TRINITY_DN389_c0_g1_i4.p1	SPU_003348
OG0009220	TRINITY_DN551_c3_g1_i3.p1	SPU_001979
OG0009221	TRINITY_DN551_c1_g1_i3.p1	SPU_018103
OG0009222	TRINITY_DN533_c1_g1_i3.p1	SPU_016061
OG0009223	TRINITY_DN564_c0_g1_i2.p1	SPU_013414
OG0009224	TRINITY_DN566_c0_g1_i1.p1	SPU_018318
OG0009225	TRINITY_DN570_c0_g1_i9.p1	SPU_007108
OG0009226	TRINITY_DN522_c0_g1_i1.p1	SPU_018529
OG0009227	TRINITY_DN507_c0_g1_i1.p1	SPU_022907
OG0009228	TRINITY_DN530_c0_g1_i7.p1	SPU_023529
OG0009229	TRINITY_DN527_c0_g1_i13.p1	SPU_012934
OG0009230	TRINITY_DN593_c0_g1_i7.p1	SPU_024177
OG0009231	TRINITY_DN501_c0_g1_i7.p1	SPU_017135
OG0009232	TRINITY_DN541_c0_g1_i5.p1	SPU_015417
OG0009233	TRINITY_DN513_c0_g1_i4.p1	SPU_014489
OG0009234	TRINITY_DN599_c0_g1_i4.p1	SPU_012875
OG0009235	TRINITY_DN550_c0_g1_i4.p1	SPU_003197
OG0009236	TRINITY_DN596_c3_g1_i2.p1	SPU_012098
OG0009237	TRINITY_DN596_c2_g1_i2.p1	SPU_007587
OG0009238	TRINITY_DN532_c0_g1_i5.p1	SPU_009590
OG0009239	TRINITY_DN571_c0_g1_i1.p1	SPU_013727
OG0009240	TRINITY_DN510_c1_g1_i8.p1	SPU_013612
OG0009241	TRINITY_DN534_c0_g1_i9.p1	SPU_008505
OG0009242	TRINITY_DN585_c0_g1_i4.p1	SPU_011301
OG0009243	TRINITY_DN540_c0_g1_i6.p1	SPU_026256
OG0009244	TRINITY_DN508_c0_g1_i2.p1	SPU_012644
OG0009245	TRINITY_DN562_c0_g1_i4.p1	SPU_009441
OG0009246	TRINITY_DN559_c3_g1_i2.p1	SPU_016435
OG0009247	TRINITY_DN545_c0_g1_i5.p1	SPU_011426
OG0009248	TRINITY_DN584_c0_g1_i2.p1	SPU_027436
OG0009249	TRINITY_DN552_c0_g1_i1.p1	SPU_017350
OG0009250	TRINITY_DN552_c0_g2_i1.p1	SPU_008575
OG0009251	TRINITY_DN552_c0_g3_i1.p1	SPU_027627
OG0009252	TRINITY_DN552_c1_g1_i4.p1	SPU_025772
OG0009253	TRINITY_DN516_c1_g1_i3.p1	SPU_012599
OG0009254	TRINITY_DN519_c0_g1_i1.p1	SPU_018811
OG0009255	TRINITY_DN543_c0_g1_i4.p1	SPU_011918
OG0009256	TRINITY_DN595_c0_g1_i4.p1	SPU_019673
OG0009257	TRINITY_DN517_c0_g1_i6.p1	SPU_008215
OG0009258	TRINITY_DN548_c0_g1_i6.p1	SPU_005096
OG0009259	TRINITY_DN500_c0_g2_i1.p1	SPU_024670
OG0009260	TRINITY_DN572_c1_g1_i5.p1	SPU_002605
OG0009261	TRINITY_DN590_c0_g1_i4.p1	SPU_012404
OG0009262	TRINITY_DN538_c0_g1_i4.p1	SPU_012816
OG0009263	TRINITY_DN535_c1_g1_i1.p1	SPU_006796
OG0009264	TRINITY_DN588_c1_g1_i5.p1	SPU_008984
OG0009265	TRINITY_DN539_c0_g1_i3.p1	SPU_010643
OG0009266	TRINITY_DN502_c0_g1_i6.p1	SPU_014372
OG0009267	TRINITY_DN563_c0_g1_i4.p1	SPU_028261
OG0009268	TRINITY_DN576_c0_g1_i1.p1	SPU_024961
OG0009269	TRINITY_DN549_c0_g1_i5.p1	SPU_023296
OG0009270	TRINITY_DN524_c0_g1_i5.p1	SPU_013487
OG0009271	TRINITY_DN523_c0_g1_i5.p1	SPU_018131
OG0009272	TRINITY_DN587_c0_g1_i3.p1	SPU_004025
OG0009273	TRINITY_DN521_c0_g1_i7.p1	SPU_020634
OG0009274	TRINITY_DN505_c0_g1_i1.p1	SPU_008703
OG0009275	TRINITY_DN586_c0_g1_i6.p1	SPU_012881
OG0009276	TRINITY_DN518_c4_g1_i3.p1	SPU_007662
OG0009277	TRINITY_DN518_c1_g1_i4.p1	SPU_026993
OG0009278	TRINITY_DN654_c0_g2_i1.p1	SPU_010970
OG0009279	TRINITY_DN603_c0_g1_i7.p1	SPU_009762
OG0009280	TRINITY_DN656_c0_g1_i2.p1	SPU_002088
OG0009281	TRINITY_DN606_c0_g1_i1.p1	SPU_030233
OG0009282	TRINITY_DN685_c0_g1_i4.p1	SPU_010857
OG0009283	TRINITY_DN691_c0_g1_i4.p1	SPU_026982
OG0009284	TRINITY_DN601_c0_g1_i2.p1	SPU_009303
OG0009285	TRINITY_DN668_c0_g1_i1.p1	SPU_000950
OG0009286	TRINITY_DN614_c0_g1_i1.p1	SPU_010528
OG0009287	TRINITY_DN621_c0_g1_i4.p1	SPU_010840
OG0009288	TRINITY_DN617_c0_g1_i2.p1	SPU_023670
OG0009289	TRINITY_DN663_c0_g1_i4.p1	SPU_017955
OG0009290	TRINITY_DN611_c0_g1_i2.p1	SPU_005839
OG0009291	TRINITY_DN649_c1_g1_i4.p1	SPU_028833
OG0009292	TRINITY_DN649_c1_g1_i6.p1	SPU_023829
OG0009293	TRINITY_DN612_c1_g1_i9.p1	SPU_002787
OG0009294	TRINITY_DN698_c0_g1_i6.p1	SPU_028579
OG0009295	TRINITY_DN652_c0_g1_i1.p1	SPU_006850
OG0009296	TRINITY_DN682_c0_g1_i6.p1	SPU_004056
OG0009297	TRINITY_DN642_c0_g1_i4.p1	SPU_024836
OG0009298	TRINITY_DN618_c0_g1_i5.p1	SPU_019803
OG0009299	TRINITY_DN679_c1_g1_i5.p1	SPU_021084
OG0009300	TRINITY_DN679_c2_g1_i5.p1	SPU_009109
OG0009301	TRINITY_DN637_c0_g1_i1.p1	SPU_008002
OG0009302	TRINITY_DN650_c0_g1_i7.p1	SPU_013494
OG0009303	TRINITY_DN696_c0_g1_i2.p1	SPU_020925
OG0009304	TRINITY_DN664_c0_g1_i4.p1	SPU_013135
OG0009305	TRINITY_DN697_c0_g1_i2.p1	SPU_016208
OG0009306	TRINITY_DN625_c0_g1_i3.p1	SPU_015262
OG0009307	TRINITY_DN660_c0_g1_i1.p1	SPU_008115
OG0009308	TRINITY_DN643_c0_g1_i10.p1	SPU_020746
OG0009309	TRINITY_DN680_c0_g1_i5.p1	SPU_026961
OG0009310	TRINITY_DN688_c0_g1_i8.p1	SPU_001312
OG0009311	TRINITY_DN678_c0_g1_i6.p1	SPU_003209
OG0009312	TRINITY_DN610_c1_g1_i5.p1	SPU_020487
OG0009313	TRINITY_DN610_c0_g1_i1.p1	SPU_028375
OG0009314	TRINITY_DN676_c2_g1_i11.p1	SPU_006801
OG0009315	TRINITY_DN673_c0_g1_i1.p1	SPU_025490
OG0009316	TRINITY_DN607_c0_g1_i4.p1	SPU_006239
OG0009317	TRINITY_DN694_c0_g1_i4.p1	SPU_012814
OG0009318	TRINITY_DN686_c0_g1_i6.p1	SPU_021355
OG0009319	TRINITY_DN681_c5_g1_i1.p1	SPU_022332
OG0009320	TRINITY_DN681_c4_g1_i1.p1	SPU_012163
OG0009321	TRINITY_DN681_c1_g1_i3.p1	SPU_028867
OG0009322	TRINITY_DN681_c6_g1_i4.p1	SPU_015441
OG0009323	TRINITY_DN695_c0_g1_i1.p1	SPU_020879
OG0009324	TRINITY_DN646_c0_g1_i1.p1	SPU_002128
OG0009325	TRINITY_DN658_c0_g1_i3.p1	SPU_001250
OG0009326	TRINITY_DN634_c0_g1_i9.p1	SPU_028919
OG0009327	TRINITY_DN667_c0_g1_i5.p1	SPU_028784
OG0009328	TRINITY_DN703_c0_g1_i6.p1	SPU_025812
OG0009329	TRINITY_DN734_c0_g1_i2.p1	SPU_025705
OG0009330	TRINITY_DN782_c0_g1_i5.p1	SPU_007809
OG0009331	TRINITY_DN794_c0_g1_i6.p1	SPU_001344
OG0009332	TRINITY_DN751_c0_g1_i1.p1	SPU_002933
OG0009333	TRINITY_DN747_c1_g1_i7.p1	SPU_002465
OG0009334	TRINITY_DN705_c0_g1_i4.p1	SPU_000974
OG0009335	TRINITY_DN732_c0_g1_i6.p1	SPU_002727
OG0009336	TRINITY_DN736_c0_g1_i4.p1	SPU_002779
OG0009337	TRINITY_DN779_c0_g1_i4.p1	SPU_023922
OG0009338	TRINITY_DN742_c0_g1_i4.p1	SPU_021200
OG0009339	TRINITY_DN718_c0_g1_i4.p1	SPU_030234
OG0009340	TRINITY_DN718_c0_g1_i4.p2	SPU_028562
OG0009341	TRINITY_DN718_c0_g1_i12.p1	SPU_003660
OG0009342	TRINITY_DN766_c0_g1_i6.p1	SPU_015745
OG0009343	TRINITY_DN737_c0_g1_i4.p1	SPU_013711
OG0009344	TRINITY_DN700_c0_g1_i7.p1	SPU_023583
OG0009345	TRINITY_DN786_c0_g1_i4.p1	SPU_000159
OG0009346	TRINITY_DN707_c0_g1_i4.p1	SPU_003067
OG0009347	TRINITY_DN790_c0_g1_i4.p1	SPU_028783
OG0009348	TRINITY_DN788_c0_g1_i5.p1	SPU_024100
OG0009349	TRINITY_DN731_c0_g1_i9.p1	SPU_028236
OG0009350	TRINITY_DN748_c0_g1_i12.p1	SPU_028383
OG0009351	TRINITY_DN760_c0_g1_i1.p1	SPU_025193
OG0009352	TRINITY_DN781_c1_g1_i1.p1	SPU_001374
OG0009353	TRINITY_DN771_c0_g1_i6.p1	SPU_020766
OG0009354	TRINITY_DN701_c0_g1_i5.p1	SPU_028348
OG0009355	TRINITY_DN740_c0_g1_i6.p1	SPU_024755
OG0009356	TRINITY_DN784_c0_g1_i1.p1	SPU_019343
OG0009357	TRINITY_DN704_c0_g1_i2.p1	SPU_009263
OG0009358	TRINITY_DN785_c1_g3_i1.p1	SPU_023284
OG0009359	TRINITY_DN785_c1_g2_i1.p1	SPU_008272
OG0009360	TRINITY_DN709_c0_g1_i4.p1	SPU_021384
OG0009361	TRINITY_DN738_c1_g1_i5.p1	SPU_025909
OG0009362	TRINITY_DN767_c0_g1_i4.p1	SPU_008669
OG0009363	TRINITY_DN789_c0_g1_i8.p1	SPU_020931
OG0009364	TRINITY_DN733_c1_g1_i4.p1	SPU_006957
OG0009365	TRINITY_DN749_c0_g1_i2.p1	SPU_013242
OG0009366	TRINITY_DN749_c2_g1_i2.p1	SPU_019591
OG0009367	TRINITY_DN713_c0_g1_i6.p1	SPU_024735
OG0009368	TRINITY_DN756_c0_g1_i1.p1	SPU_006680
OG0009369	TRINITY_DN753_c0_g1_i1.p1	SPU_014316
OG0009370	TRINITY_DN729_c0_g1_i4.p1	SPU_002650
OG0009371	TRINITY_DN724_c0_g1_i1.p1	SPU_008249
OG0009372	TRINITY_DN744_c0_g1_i5.p1	SPU_028275
OG0009373	TRINITY_DN787_c1_g2_i1.p1	SPU_001721
OG0009374	TRINITY_DN725_c0_g1_i3.p2	SPU_017598
OG0009375	TRINITY_DN735_c0_g1_i7.p1	SPU_017925
OG0009376	TRINITY_DN755_c2_g1_i3.p1	SPU_012254
OG0009377	TRINITY_DN743_c0_g1_i4.p1	SPU_010230
OG0009378	TRINITY_DN775_c2_g1_i2.p1	SPU_011921
OG0009379	TRINITY_DN775_c0_g1_i5.p1	SPU_018850
OG0009380	TRINITY_DN721_c0_g1_i1.p1	SPU_012630
OG0009381	TRINITY_DN706_c0_g1_i4.p1	SPU_026450
OG0009382	TRINITY_DN745_c0_g1_i1.p1	SPU_007114
OG0009383	TRINITY_DN717_c0_g1_i4.p1	SPU_021285
OG0009384	TRINITY_DN796_c0_g1_i4.p1	SPU_015420
OG0009385	TRINITY_DN1288_c0_g1_i4.p1	SPU_022205
OG0009386	TRINITY_DN1234_c0_g1_i1.p1	SPU_012792
OG0009387	TRINITY_DN1227_c0_g1_i4.p1	SPU_009461
OG0009388	TRINITY_DN1255_c0_g1_i4.p1	SPU_012645
OG0009389	TRINITY_DN1253_c0_g1_i5.p1	SPU_015996
OG0009390	TRINITY_DN1278_c0_g1_i5.p1	SPU_022080
OG0009391	TRINITY_DN1278_c3_g1_i4.p1	SPU_025623
OG0009392	TRINITY_DN1278_c4_g1_i2.p1	SPU_005869
OG0009393	TRINITY_DN1279_c0_g1_i4.p1	SPU_012724
OG0009394	TRINITY_DN1252_c0_g1_i5.p1	SPU_015294
OG0009395	TRINITY_DN1211_c0_g1_i1.p1	SPU_000784
OG0009396	TRINITY_DN1240_c0_g1_i3.p1	SPU_027380
OG0009397	TRINITY_DN1202_c0_g1_i4.p1	SPU_024128
OG0009398	TRINITY_DN1293_c0_g1_i4.p1	SPU_014691
OG0009399	TRINITY_DN1258_c0_g1_i4.p1	SPU_017117
OG0009400	TRINITY_DN1213_c0_g2_i3.p1	SPU_000652
OG0009401	TRINITY_DN1215_c0_g1_i5.p1	SPU_025325
OG0009402	TRINITY_DN1232_c0_g1_i12.p1	SPU_000334
OG0009403	TRINITY_DN1273_c1_g1_i4.p1	SPU_006501
OG0009404	TRINITY_DN1273_c2_g1_i5.p1	SPU_014430
OG0009405	TRINITY_DN1271_c0_g1_i3.p1	SPU_018065
OG0009406	TRINITY_DN1223_c0_g1_i4.p1	SPU_015882
OG0009407	TRINITY_DN1269_c0_g1_i5.p1	SPU_008893
OG0009408	TRINITY_DN1296_c0_g1_i5.p1	SPU_024933
OG0009409	TRINITY_DN1214_c0_g1_i4.p1	SPU_004382
OG0009410	TRINITY_DN1228_c0_g1_i1.p1	SPU_020168
OG0009411	TRINITY_DN1221_c0_g1_i1.p1	SPU_012393
OG0009412	TRINITY_DN1295_c0_g1_i2.p1	SPU_015482
OG0009413	TRINITY_DN1239_c0_g1_i5.p1	SPU_002518
OG0009414	TRINITY_DN1259_c0_g1_i9.p1	SPU_024829
OG0009415	TRINITY_DN1298_c0_g1_i2.p1	SPU_020035
OG0009416	TRINITY_DN1289_c0_g1_i10.p1	SPU_013295
OG0009417	TRINITY_DN1244_c0_g1_i4.p1	SPU_026418
OG0009418	TRINITY_DN1212_c0_g2_i1.p1	SPU_007671
OG0009419	TRINITY_DN1206_c0_g1_i2.p1	SPU_012913
OG0009420	TRINITY_DN1257_c1_g1_i1.p1	SPU_002941
OG0009421	TRINITY_DN1210_c0_g1_i1.p1	SPU_023231
OG0009422	TRINITY_DN1250_c0_g1_i4.p1	SPU_028916
OG0009423	TRINITY_DN1285_c0_g1_i4.p1	SPU_015867
OG0009424	TRINITY_DN1264_c2_g1_i5.p1	SPU_006274
OG0009425	TRINITY_DN1277_c0_g1_i7.p1	SPU_024188
OG0009426	TRINITY_DN1235_c0_g1_i1.p1	SPU_007027
OG0009427	TRINITY_DN1280_c0_g1_i5.p1	SPU_017286
OG0009428	TRINITY_DN1246_c0_g1_i4.p1	SPU_020066
OG0009429	TRINITY_DN1204_c0_g2_i1.p1	SPU_012151
OG0009430	TRINITY_DN1205_c0_g1_i2.p1	SPU_023307
OG0009431	TRINITY_DN1224_c0_g1_i1.p1	SPU_011189
OG0009432	TRINITY_DN1224_c1_g2_i3.p1	SPU_004825
OG0009433	TRINITY_DN1243_c0_g1_i4.p1	SPU_027413
OG0009434	TRINITY_DN1218_c0_g1_i4.p1	SPU_012504
OG0009435	TRINITY_DN1229_c0_g1_i1.p1	SPU_010764
OG0009436	TRINITY_DN1261_c1_g1_i6.p1	SPU_001261
OG0009437	TRINITY_DN1370_c1_g1_i5.p1	SPU_002908
OG0009438	TRINITY_DN1348_c0_g1_i5.p1	SPU_000539
OG0009439	TRINITY_DN1389_c0_g1_i1.p1	SPU_000525
OG0009440	TRINITY_DN1340_c0_g1_i4.p1	SPU_024859
OG0009441	TRINITY_DN1335_c1_g1_i9.p1	SPU_005771
